id,label
426,automobile
427,cat
428,cat
429,automobile
430,deer
431,cat
432,bird
433,cat
434,bird
435,cat
436,deer
437,automobile
438,truck
439,automobile
440,cat
441,frog
442,airplane
443,deer
444,frog
445,bird
446,dog
447,deer
448,frog
449,cat
450,airplane
451,deer
452,frog
453,cat
454,ship
455,horse
456,bird
457,deer
458,cat
459,bird
460,truck
461,cat
462,frog
463,horse
464,dog
465,ship
466,horse
467,frog
468,deer
469,cat
470,bird
471,cat
472,ship
473,frog
474,ship
475,bird
476,dog
477,horse
478,horse
479,deer
480,cat
481,bird
482,ship
483,cat
484,ship
485,cat
486,bird
487,cat
488,deer
489,ship
490,deer
491,automobile
492,frog
493,frog
494,deer
495,automobile
496,horse
497,automobile
498,frog
499,cat
500,cat
501,ship
502,dog
503,cat
504,deer
505,horse
506,cat
507,dog
508,automobile
509,cat
510,deer
511,cat
512,automobile
513,cat
514,bird
515,bird
516,deer
517,truck
518,ship
519,ship
520,automobile
521,cat
522,dog
523,deer
524,truck
525,cat
526,bird
527,bird
528,cat
529,frog
530,bird
531,cat
532,deer
533,bird
534,deer
535,horse
536,bird
537,airplane
538,frog
539,truck
540,truck
541,truck
542,cat
543,frog
544,horse
545,cat
546,deer
547,cat
548,horse
549,dog
550,horse
551,deer
552,cat
553,horse
554,deer
555,cat
556,cat
557,cat
558,ship
559,frog
560,bird
561,frog
562,cat
563,frog
564,cat
565,ship
566,horse
567,horse
568,cat
569,cat
570,horse
571,ship
572,frog
573,bird
574,ship
575,deer
576,bird
577,dog
578,frog
579,ship
580,deer
581,frog
582,bird
583,cat
584,ship
585,automobile
586,dog
587,horse
588,automobile
589,airplane
590,cat
591,horse
592,deer
593,frog
594,dog
595,frog
596,ship
597,horse
598,truck
599,cat
600,frog
601,automobile
602,frog
603,deer
604,deer
605,automobile
606,truck
607,bird
608,cat
609,horse
610,truck
611,dog
612,bird
613,automobile
614,ship
615,cat
616,deer
617,automobile
618,deer
619,horse
620,deer
621,bird
622,deer
623,cat
624,horse
625,cat
626,truck
627,deer
628,horse
629,horse
630,cat
631,ship
632,deer
633,deer
634,horse
635,deer
636,ship
637,deer
638,frog
639,airplane
640,cat
641,frog
642,cat
643,horse
644,cat
645,deer
646,automobile
647,cat
648,bird
649,frog
650,airplane
651,cat
652,truck
653,cat
654,cat
655,frog
656,cat
657,deer
658,truck
659,bird
660,cat
661,cat
662,ship
663,ship
664,airplane
665,automobile
666,ship
667,deer
668,automobile
669,cat
670,deer
671,cat
672,cat
673,frog
674,airplane
675,horse
676,cat
677,cat
678,automobile
679,cat
680,truck
681,deer
682,deer
683,airplane
684,horse
685,cat
686,frog
687,cat
688,deer
689,deer
690,cat
691,cat
692,ship
693,bird
694,bird
695,automobile
696,frog
697,cat
698,automobile
699,ship
700,frog
701,horse
702,cat
703,truck
704,dog
705,horse
706,cat
707,deer
708,deer
709,bird
710,deer
711,frog
712,automobile
713,cat
714,deer
715,automobile
716,ship
717,bird
718,bird
719,cat
720,cat
721,truck
722,cat
723,cat
724,dog
725,bird
726,cat
727,cat
728,deer
729,ship
730,deer
731,cat
732,cat
733,truck
734,cat
735,frog
736,automobile
737,frog
738,cat
739,cat
740,cat
741,cat
742,dog
743,automobile
744,cat
745,bird
746,dog
747,bird
748,cat
749,dog
750,bird
751,cat
752,ship
753,cat
754,deer
755,frog
756,truck
757,bird
758,horse
759,frog
760,cat
761,frog
762,cat
763,deer
764,dog
765,airplane
766,ship
767,deer
768,frog
769,deer
770,ship
771,deer
772,deer
773,dog
774,cat
775,deer
776,ship
777,airplane
778,cat
779,deer
780,horse
781,cat
782,bird
783,automobile
784,deer
785,frog
786,bird
787,cat
788,dog
789,bird
790,truck
791,bird
792,cat
793,cat
794,cat
795,cat
796,ship
797,bird
798,frog
799,deer
800,airplane
801,cat
802,deer
803,frog
804,cat
805,airplane
806,automobile
807,frog
808,cat
809,bird
810,frog
811,truck
812,horse
813,cat
814,bird
815,bird
816,deer
817,cat
818,cat
819,cat
820,deer
821,cat
822,deer
823,frog
824,cat
825,bird
826,cat
827,cat
828,deer
829,deer
830,horse
831,automobile
832,deer
833,deer
834,ship
835,truck
836,deer
837,horse
838,bird
839,dog
840,airplane
841,deer
842,deer
843,cat
844,automobile
845,dog
846,frog
847,horse
848,deer
849,automobile
850,bird
851,deer
852,dog
853,deer
854,cat
855,dog
856,frog
857,ship
858,frog
859,dog
860,airplane
861,automobile
862,ship
863,cat
864,airplane
865,ship
866,cat
867,dog
868,bird
869,airplane
870,frog
871,horse
872,horse
873,ship
874,bird
875,truck
876,cat
877,cat
878,ship
879,frog
880,ship
881,bird
882,cat
883,cat
884,cat
885,bird
886,deer
887,frog
888,cat
889,horse
890,cat
891,bird
892,frog
893,ship
894,automobile
895,truck
896,cat
897,deer
898,automobile
899,cat
900,deer
901,cat
902,truck
903,horse
904,automobile
905,cat
906,bird
907,frog
908,cat
909,airplane
910,bird
911,cat
912,frog
913,deer
914,deer
915,truck
916,ship
917,bird
918,cat
919,cat
920,cat
921,cat
922,frog
923,airplane
924,automobile
925,deer
926,automobile
927,ship
928,cat
929,ship
930,ship
931,bird
932,deer
933,deer
934,horse
935,horse
936,ship
937,frog
938,automobile
939,automobile
940,airplane
941,deer
942,cat
943,truck
944,airplane
945,horse
946,bird
947,cat
948,truck
949,frog
950,deer
951,cat
952,airplane
953,cat
954,cat
955,cat
956,truck
957,cat
958,horse
959,automobile
960,airplane
961,frog
962,cat
963,deer
964,truck
965,dog
966,cat
967,cat
968,frog
969,automobile
970,truck
971,ship
972,ship
973,bird
974,deer
975,deer
976,deer
977,truck
978,deer
979,automobile
980,dog
981,cat
982,bird
983,cat
984,bird
985,cat
986,bird
987,horse
988,cat
989,cat
990,cat
991,truck
992,ship
993,bird
994,automobile
995,bird
996,cat
997,cat
998,ship
999,truck
1000,horse
1001,bird
1002,airplane
1003,cat
1004,cat
1005,cat
1006,cat
1007,ship
1008,automobile
1009,automobile
1010,bird
1011,frog
1012,bird
1013,cat
1014,airplane
1015,frog
1016,horse
1017,automobile
1018,bird
1019,cat
1020,ship
1021,bird
1022,frog
1023,horse
1024,automobile
1025,bird
1026,deer
1027,cat
1028,bird
1029,bird
1030,cat
1031,horse
1032,deer
1033,bird
1034,cat
1035,cat
1036,cat
1037,deer
1038,truck
1039,dog
1040,airplane
1041,cat
1042,deer
1043,dog
1044,bird
1045,frog
1046,cat
1047,ship
1048,horse
1049,cat
1050,cat
1051,deer
1052,deer
1053,cat
1054,frog
1055,bird
1056,frog
1057,bird
1058,cat
1059,bird
1060,horse
1061,cat
1062,bird
1063,truck
1064,automobile
1065,cat
1066,truck
1067,cat
1068,horse
1069,airplane
1070,cat
1071,cat
1072,deer
1073,horse
1074,deer
1075,bird
1076,truck
1077,cat
1078,frog
1079,cat
1080,cat
1081,deer
1082,truck
1083,deer
1084,ship
1085,ship
1086,cat
1087,cat
1088,deer
1089,bird
1090,bird
1091,cat
1092,ship
1093,automobile
1094,airplane
1095,bird
1096,truck
1097,cat
1098,frog
1099,cat
1100,truck
1101,dog
1102,cat
1103,cat
1104,cat
1105,horse
1106,cat
1107,airplane
1108,deer
1109,truck
1110,ship
1111,bird
1112,horse
1113,cat
1114,bird
1115,deer
1116,cat
1117,cat
1118,deer
1119,airplane
1120,frog
1121,truck
1122,dog
1123,cat
1124,ship
1125,horse
1126,ship
1127,cat
1128,frog
1129,truck
1130,cat
1131,cat
1132,frog
1133,cat
1134,frog
1135,frog
1136,cat
1137,frog
1138,automobile
1139,horse
1140,horse
1141,frog
1142,cat
1143,horse
1144,airplane
1145,frog
1146,deer
1147,automobile
1148,frog
1149,frog
1150,bird
1151,deer
1152,cat
1153,cat
1154,deer
1155,horse
1156,cat
1157,dog
1158,automobile
1159,cat
1160,frog
1161,cat
1162,cat
1163,airplane
1164,frog
1165,ship
1166,bird
1167,deer
1168,automobile
1169,cat
1170,cat
1171,cat
1172,truck
1173,ship
1174,deer
1175,ship
1176,deer
1177,deer
1178,automobile
1179,dog
1180,deer
1181,frog
1182,deer
1183,automobile
1184,bird
1185,automobile
1186,cat
1187,dog
1188,deer
1189,bird
1190,cat
1191,cat
1192,cat
1193,horse
1194,cat
1195,ship
1196,ship
1197,horse
1198,deer
1199,frog
1200,deer
1201,truck
1202,cat
1203,deer
1204,dog
1205,horse
1206,cat
1207,bird
1208,frog
1209,cat
1210,frog
1211,cat
1212,horse
1213,truck
1214,truck
1215,ship
1216,frog
1217,dog
1218,bird
1219,deer
1220,automobile
1221,deer
1222,frog
1223,dog
1224,deer
1225,cat
1226,frog
1227,truck
1228,cat
1229,automobile
1230,frog
1231,cat
1232,dog
1233,deer
1234,automobile
1235,automobile
1236,deer
1237,cat
1238,dog
1239,cat
1240,cat
1241,dog
1242,deer
1243,ship
1244,airplane
1245,cat
1246,ship
1247,horse
1248,airplane
1249,horse
1250,cat
1251,frog
1252,horse
1253,ship
1254,ship
1255,frog
1256,cat
1257,cat
1258,deer
1259,ship
1260,automobile
1261,cat
1262,bird
1263,horse
1264,bird
1265,cat
1266,frog
1267,cat
1268,bird
1269,cat
1270,horse
1271,deer
1272,airplane
1273,cat
1274,deer
1275,cat
1276,frog
1277,deer
1278,horse
1279,deer
1280,frog
1281,cat
1282,ship
1283,deer
1284,bird
1285,truck
1286,horse
1287,deer
1288,horse
1289,cat
1290,frog
1291,automobile
1292,frog
1293,deer
1294,automobile
1295,truck
1296,deer
1297,truck
1298,deer
1299,airplane
1300,cat
1301,automobile
1302,airplane
1303,deer
1304,deer
1305,horse
1306,cat
1307,deer
1308,airplane
1309,ship
1310,frog
1311,truck
1312,cat
1313,deer
1314,bird
1315,bird
1316,automobile
1317,cat
1318,automobile
1319,cat
1320,deer
1321,cat
1322,frog
1323,airplane
1324,cat
1325,horse
1326,bird
1327,horse
1328,cat
1329,cat
1330,airplane
1331,automobile
1332,ship
1333,cat
1334,truck
1335,dog
1336,cat
1337,deer
1338,deer
1339,automobile
1340,horse
1341,automobile
1342,frog
1343,frog
1344,ship
1345,cat
1346,deer
1347,ship
1348,cat
1349,horse
1350,frog
1351,automobile
1352,cat
1353,bird
1354,cat
1355,dog
1356,truck
1357,deer
1358,frog
1359,cat
1360,cat
1361,automobile
1362,frog
1363,deer
1364,cat
1365,dog
1366,deer
1367,deer
1368,cat
1369,deer
1370,automobile
1371,bird
1372,bird
1373,cat
1374,dog
1375,cat
1376,cat
1377,ship
1378,horse
1379,cat
1380,frog
1381,ship
1382,horse
1383,ship
1384,cat
1385,truck
1386,horse
1387,ship
1388,deer
1389,deer
1390,cat
1391,bird
1392,frog
1393,deer
1394,ship
1395,cat
1396,horse
1397,deer
1398,truck
1399,airplane
1400,ship
1401,truck
1402,ship
1403,deer
1404,automobile
1405,bird
1406,cat
1407,cat
1408,frog
1409,deer
1410,cat
1411,deer
1412,truck
1413,truck
1414,deer
1415,truck
1416,cat
1417,automobile
1418,cat
1419,deer
1420,bird
1421,truck
1422,truck
1423,frog
1424,deer
1425,airplane
1426,frog
1427,cat
1428,deer
1429,cat
1430,cat
1431,bird
1432,automobile
1433,truck
1434,bird
1435,automobile
1436,deer
1437,cat
1438,horse
1439,dog
1440,cat
1441,ship
1442,deer
1443,deer
1444,cat
1445,automobile
1446,cat
1447,bird
1448,deer
1449,truck
1450,frog
1451,airplane
1452,deer
1453,bird
1454,deer
1455,cat
1456,deer
1457,deer
1458,horse
1459,cat
1460,truck
1461,deer
1462,ship
1463,deer
1464,ship
1465,bird
1466,airplane
1467,cat
1468,bird
1469,frog
1470,cat
1471,deer
1472,bird
1473,frog
1474,cat
1475,cat
1476,dog
1477,bird
1478,truck
1479,truck
1480,cat
1481,deer
1482,cat
1483,ship
1484,ship
1485,deer
1486,cat
1487,bird
1488,cat
1489,horse
1490,horse
1491,airplane
1492,dog
1493,horse
1494,cat
1495,frog
1496,airplane
1497,frog
1498,horse
1499,ship
1500,cat
1501,ship
1502,frog
1503,ship
1504,automobile
1505,deer
1506,dog
1507,horse
1508,cat
1509,horse
1510,horse
1511,automobile
1512,bird
1513,deer
1514,airplane
1515,bird
1516,frog
1517,cat
1518,airplane
1519,frog
1520,deer
1521,deer
1522,dog
1523,cat
1524,frog
1525,automobile
1526,cat
1527,cat
1528,frog
1529,dog
1530,deer
1531,automobile
1532,ship
1533,deer
1534,bird
1535,deer
1536,ship
1537,cat
1538,deer
1539,ship
1540,bird
1541,ship
1542,frog
1543,cat
1544,deer
1545,truck
1546,cat
1547,bird
1548,dog
1549,deer
1550,deer
1551,cat
1552,truck
1553,automobile
1554,bird
1555,bird
1556,deer
1557,bird
1558,bird
1559,deer
1560,deer
1561,deer
1562,cat
1563,dog
1564,cat
1565,horse
1566,deer
1567,deer
1568,cat
1569,cat
1570,cat
1571,cat
1572,deer
1573,truck
1574,deer
1575,cat
1576,ship
1577,truck
1578,airplane
1579,automobile
1580,cat
1581,deer
1582,bird
1583,ship
1584,frog
1585,airplane
1586,dog
1587,cat
1588,frog
1589,deer
1590,cat
1591,cat
1592,frog
1593,bird
1594,cat
1595,dog
1596,automobile
1597,deer
1598,deer
1599,cat
1600,cat
1601,cat
1602,truck
1603,horse
1604,cat
1605,deer
1606,horse
1607,ship
1608,horse
1609,cat
1610,frog
1611,deer
1612,truck
1613,dog
1614,truck
1615,bird
1616,airplane
1617,bird
1618,bird
1619,bird
1620,truck
1621,ship
1622,frog
1623,cat
1624,automobile
1625,truck
1626,ship
1627,horse
1628,cat
1629,deer
1630,cat
1631,automobile
1632,airplane
1633,airplane
1634,deer
1635,truck
1636,cat
1637,cat
1638,deer
1639,frog
1640,airplane
1641,automobile
1642,cat
1643,cat
1644,horse
1645,automobile
1646,dog
1647,truck
1648,deer
1649,cat
1650,automobile
1651,deer
1652,dog
1653,bird
1654,horse
1655,dog
1656,cat
1657,frog
1658,frog
1659,airplane
1660,truck
1661,deer
1662,truck
1663,deer
1664,ship
1665,cat
1666,horse
1667,cat
1668,ship
1669,cat
1670,automobile
1671,truck
1672,frog
1673,deer
1674,frog
1675,truck
1676,dog
1677,frog
1678,deer
1679,deer
1680,cat
1681,airplane
1682,cat
1683,truck
1684,frog
1685,frog
1686,cat
1687,frog
1688,airplane
1689,ship
1690,automobile
1691,cat
1692,deer
1693,bird
1694,horse
1695,cat
1696,dog
1697,ship
1698,automobile
1699,cat
1700,deer
1701,frog
1702,automobile
1703,deer
1704,cat
1705,cat
1706,frog
1707,truck
1708,cat
1709,deer
1710,truck
1711,horse
1712,deer
1713,cat
1714,cat
1715,cat
1716,bird
1717,deer
1718,horse
1719,horse
1720,cat
1721,cat
1722,cat
1723,bird
1724,bird
1725,frog
1726,deer
1727,cat
1728,cat
1729,horse
1730,deer
1731,truck
1732,truck
1733,deer
1734,ship
1735,cat
1736,truck
1737,cat
1738,cat
1739,airplane
1740,bird
1741,ship
1742,automobile
1743,cat
1744,cat
1745,airplane
1746,automobile
1747,frog
1748,bird
1749,cat
1750,frog
1751,automobile
1752,bird
1753,cat
1754,deer
1755,frog
1756,cat
1757,horse
1758,truck
1759,ship
1760,cat
1761,airplane
1762,ship
1763,bird
1764,cat
1765,cat
1766,deer
1767,ship
1768,cat
1769,airplane
1770,cat
1771,cat
1772,automobile
1773,frog
1774,cat
1775,cat
1776,frog
1777,cat
1778,cat
1779,automobile
1780,bird
1781,truck
1782,bird
1783,cat
1784,bird
1785,cat
1786,automobile
1787,truck
1788,cat
1789,ship
1790,cat
1791,dog
1792,truck
1793,ship
1794,truck
1795,frog
1796,bird
1797,bird
1798,airplane
1799,dog
1800,ship
1801,dog
1802,cat
1803,bird
1804,dog
1805,truck
1806,cat
1807,cat
1808,truck
1809,automobile
1810,deer
1811,cat
1812,horse
1813,cat
1814,horse
1815,deer
1816,deer
1817,cat
1818,cat
1819,bird
1820,dog
1821,cat
1822,deer
1823,cat
1824,cat
1825,frog
1826,cat
1827,frog
1828,frog
1829,cat
1830,automobile
1831,cat
1832,deer
1833,deer
1834,truck
1835,cat
1836,cat
1837,cat
1838,horse
1839,cat
1840,bird
1841,deer
1842,deer
1843,cat
1844,horse
1845,cat
1846,cat
1847,cat
1848,ship
1849,deer
1850,frog
1851,cat
1852,frog
1853,automobile
1854,dog
1855,bird
1856,cat
1857,frog
1858,horse
1859,airplane
1860,cat
1861,deer
1862,cat
1863,dog
1864,frog
1865,cat
1866,cat
1867,deer
1868,dog
1869,deer
1870,deer
1871,bird
1872,deer
1873,frog
1874,airplane
1875,deer
1876,horse
1877,ship
1878,cat
1879,dog
1880,automobile
1881,deer
1882,deer
1883,deer
1884,cat
1885,cat
1886,bird
1887,automobile
1888,cat
1889,horse
1890,cat
1891,frog
1892,automobile
1893,automobile
1894,cat
1895,airplane
1896,ship
1897,cat
1898,deer
1899,truck
1900,cat
1901,truck
1902,cat
1903,cat
1904,ship
1905,frog
1906,bird
1907,truck
1908,cat
1909,truck
1910,truck
1911,cat
1912,horse
1913,automobile
1914,cat
1915,truck
1916,cat
1917,deer
1918,bird
1919,ship
1920,cat
1921,cat
1922,ship
1923,dog
1924,cat
1925,frog
1926,airplane
1927,cat
1928,bird
1929,dog
1930,deer
1931,ship
1932,airplane
1933,automobile
1934,horse
1935,cat
1936,frog
1937,ship
1938,horse
1939,truck
1940,frog
1941,frog
1942,truck
1943,frog
1944,horse
1945,cat
1946,cat
1947,ship
1948,bird
1949,frog
1950,cat
1951,cat
1952,cat
1953,cat
1954,deer
1955,horse
1956,deer
1957,frog
1958,cat
1959,frog
1960,airplane
1961,cat
1962,deer
1963,deer
1964,bird
1965,truck
1966,cat
1967,ship
1968,truck
1969,bird
1970,deer
1971,truck
1972,cat
1973,cat
1974,ship
1975,cat
1976,bird
1977,bird
1978,truck
1979,frog
1980,bird
1981,dog
1982,dog
1983,truck
1984,airplane
1985,deer
1986,cat
1987,cat
1988,cat
1989,bird
1990,airplane
1991,cat
1992,dog
1993,frog
1994,truck
1995,deer
1996,horse
1997,automobile
1998,frog
1999,deer
2000,automobile
2001,deer
2002,cat
2003,truck
2004,bird
2005,airplane
2006,horse
2007,ship
2008,deer
2009,cat
2010,automobile
2011,dog
2012,cat
2013,horse
2014,horse
2015,cat
2016,ship
2017,cat
2018,bird
2019,deer
2020,airplane
2021,bird
2022,cat
2023,deer
2024,horse
2025,cat
2026,automobile
2027,bird
2028,cat
2029,bird
2030,horse
2031,dog
2032,airplane
2033,frog
2034,cat
2035,deer
2036,ship
2037,cat
2038,cat
2039,horse
2040,bird
2041,deer
2042,frog
2043,frog
2044,cat
2045,deer
2046,cat
2047,bird
2048,dog
2049,deer
2050,truck
2051,dog
2052,bird
2053,cat
2054,horse
2055,frog
2056,ship
2057,automobile
2058,horse
2059,cat
2060,cat
2061,cat
2062,frog
2063,cat
2064,bird
2065,horse
2066,truck
2067,cat
2068,truck
2069,cat
2070,cat
2071,cat
2072,cat
2073,deer
2074,deer
2075,deer
2076,airplane
2077,ship
2078,bird
2079,automobile
2080,ship
2081,deer
2082,bird
2083,frog
2084,airplane
2085,dog
2086,horse
2087,frog
2088,dog
2089,truck
2090,frog
2091,cat
2092,truck
2093,cat
2094,deer
2095,cat
2096,cat
2097,bird
2098,deer
2099,deer
2100,airplane
2101,dog
2102,bird
2103,automobile
2104,cat
2105,bird
2106,bird
2107,airplane
2108,cat
2109,truck
2110,cat
2111,deer
2112,horse
2113,frog
2114,automobile
2115,truck
2116,frog
2117,frog
2118,frog
2119,truck
2120,cat
2121,horse
2122,automobile
2123,deer
2124,horse
2125,truck
2126,cat
2127,ship
2128,ship
2129,deer
2130,automobile
2131,cat
2132,horse
2133,cat
2134,cat
2135,cat
2136,cat
2137,deer
2138,frog
2139,bird
2140,horse
2141,cat
2142,frog
2143,cat
2144,bird
2145,ship
2146,frog
2147,bird
2148,cat
2149,deer
2150,ship
2151,dog
2152,cat
2153,truck
2154,truck
2155,ship
2156,horse
2157,horse
2158,airplane
2159,truck
2160,deer
2161,frog
2162,automobile
2163,ship
2164,truck
2165,frog
2166,frog
2167,cat
2168,automobile
2169,ship
2170,deer
2171,airplane
2172,horse
2173,deer
2174,deer
2175,cat
2176,cat
2177,frog
2178,frog
2179,truck
2180,cat
2181,frog
2182,cat
2183,horse
2184,ship
2185,bird
2186,automobile
2187,cat
2188,truck
2189,frog
2190,deer
2191,deer
2192,deer
2193,bird
2194,ship
2195,horse
2196,ship
2197,horse
2198,frog
2199,airplane
2200,cat
2201,ship
2202,bird
2203,dog
2204,deer
2205,horse
2206,bird
2207,truck
2208,dog
2209,airplane
2210,frog
2211,ship
2212,airplane
2213,deer
2214,ship
2215,truck
2216,ship
2217,cat
2218,bird
2219,bird
2220,automobile
2221,truck
2222,automobile
2223,automobile
2224,deer
2225,cat
2226,automobile
2227,airplane
2228,cat
2229,horse
2230,deer
2231,cat
2232,cat
2233,ship
2234,airplane
2235,deer
2236,airplane
2237,cat
2238,truck
2239,bird
2240,horse
2241,ship
2242,cat
2243,cat
2244,horse
2245,cat
2246,bird
2247,frog
2248,automobile
2249,frog
2250,deer
2251,cat
2252,horse
2253,dog
2254,dog
2255,truck
2256,ship
2257,cat
2258,cat
2259,airplane
2260,frog
2261,airplane
2262,frog
2263,horse
2264,frog
2265,dog
2266,bird
2267,dog
2268,deer
2269,horse
2270,frog
2271,frog
2272,ship
2273,automobile
2274,deer
2275,horse
2276,horse
2277,truck
2278,ship
2279,ship
2280,bird
2281,frog
2282,cat
2283,deer
2284,frog
2285,dog
2286,cat
2287,truck
2288,frog
2289,ship
2290,frog
2291,cat
2292,cat
2293,bird
2294,truck
2295,cat
2296,cat
2297,bird
2298,cat
2299,bird
2300,cat
2301,frog
2302,horse
2303,deer
2304,airplane
2305,ship
2306,bird
2307,cat
2308,cat
2309,ship
2310,cat
2311,automobile
2312,truck
2313,bird
2314,cat
2315,dog
2316,cat
2317,cat
2318,ship
2319,frog
2320,cat
2321,bird
2322,deer
2323,deer
2324,frog
2325,bird
2326,frog
2327,cat
2328,frog
2329,horse
2330,deer
2331,cat
2332,automobile
2333,cat
2334,automobile
2335,cat
2336,cat
2337,deer
2338,cat
2339,airplane
2340,bird
2341,cat
2342,horse
2343,truck
2344,truck
2345,airplane
2346,frog
2347,frog
2348,deer
2349,deer
2350,cat
2351,deer
2352,frog
2353,deer
2354,deer
2355,deer
2356,ship
2357,horse
2358,cat
2359,bird
2360,airplane
2361,deer
2362,frog
2363,automobile
2364,frog
2365,airplane
2366,truck
2367,cat
2368,automobile
2369,cat
2370,ship
2371,horse
2372,cat
2373,ship
2374,frog
2375,cat
2376,cat
2377,automobile
2378,ship
2379,cat
2380,automobile
2381,automobile
2382,dog
2383,truck
2384,airplane
2385,frog
2386,airplane
2387,deer
2388,deer
2389,frog
2390,deer
2391,bird
2392,automobile
2393,truck
2394,cat
2395,ship
2396,bird
2397,deer
2398,bird
2399,cat
2400,ship
2401,automobile
2402,cat
2403,ship
2404,cat
2405,bird
2406,cat
2407,cat
2408,automobile
2409,cat
2410,frog
2411,cat
2412,ship
2413,cat
2414,cat
2415,automobile
2416,frog
2417,bird
2418,frog
2419,cat
2420,cat
2421,deer
2422,deer
2423,horse
2424,dog
2425,cat
2426,cat
2427,frog
2428,bird
2429,horse
2430,deer
2431,horse
2432,truck
2433,cat
2434,cat
2435,cat
2436,cat
2437,deer
2438,frog
2439,truck
2440,truck
2441,airplane
2442,cat
2443,automobile
2444,deer
2445,deer
2446,automobile
2447,truck
2448,cat
2449,cat
2450,frog
2451,deer
